Coder Name,Year,Category,Catalogue Number,Title,Advertiser,Product,Company,Country,Prize Description,Prize code,Video Name,Link to Asset,ID,Character ID,Asset Name,Character Name,Character Description,Character Prominence,Age,Age Specify,Character Sex,Character Gender,LGBTQ+,Animated Character,Animated Character - Specify,Race,Race Specify,Physical Disability,Cognitive Disability,Communication Disability,Activity,Tech,Setting,Vehicle,Shopping,Driving,Cleaning,Cooking,Working,Socializing,Nothing,EatingDrinking,Exercising,Other Activity,Activity Other Specify,Location,Kitchen,Office,Car,Store,Outdoors,Living Room,Restaurant/Bar,Gym,Bedroom,Bathroom,Sporting Event,Classroom/School,Other Setting,Other Setting Specify,Sexually Revealing Clothing,State of Nudity,State of Nudity Specify,Shown as Body Part,Verbally Sexual Objectification,Intelligence,Funny,Occupation Shown,Occupation,Leader,Authority,Body Type,Entry Type,Body Type Other,Disordered/Restrictive Eating,Self Injury,Negative Talk,Body Modification,Visual Shame,Verbal Shame,Sizeist slurs,Punchline,Denied Personal Opportunities,Denied Professional Opportunities,Other Prejudice,Other Prejudice Specify,Lazy,Slow,Stupid,Loser,Inactive,Poorly dressed,Character Funny,Jolly,Clumsy,Alone,Comic Relief,Sidekick,Mamma Hen,Nympho,Fat to Fit Stereotype,Inspiration porn,view_video,vatic_link,file_name,char_montage
,2013.0,A16,A16/019,YACHT,FOOT LOCKER,FOOT LOCKER,BBDO NEW YORK,USA,,0.0,2013_Film_A16_019_YACHT_458264,,458264.0,2.0,,,,,4.0,,,,,,,3.0,,,,,6.0,0.0,5.0,10.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,4.0,1.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013_Film_A16_019_YACHT_458264.mp4,
,2013.0,A16,A16/019,YACHT,FOOT LOCKER,FOOT LOCKER,BBDO NEW YORK,USA,,0.0,2013_Film_A16_019_YACHT_458264,,458264.0,3.0,,,,,4.0,,,,,,,1.0,,,,,6.0,0.0,5.0,10.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,4.0,1.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013_Film_A16_019_YACHT_458264.mp4,
,2013.0,A01,A01/020,MOOSCLES,APPLEGATE,HOT DOG,TAXI NEW YORK,USA,,0.0,2013_Film_A01_020_MOOSCLES_458294,,458294.0,0.0,,,,,5.0,,,,,,,1.0,,,,,other; being interviewed,0.0,1.0,10.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,0.0,0.0,2.0,2.0,0.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013_Film_A01_020_MOOSCLES_458294.mp4,
,2013.0,A01,A01/020,MOOSCLES,APPLEGATE,HOT DOG,TAXI NEW YORK,USA,,0.0,2013_Film_A01_020_MOOSCLES_458294,,458294.0,1.0,,,,,4.0,,,,,,,1.0,,,,,other; interviewing,0.0,1.0,10.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,3.0,0.0,0.0,9.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013_Film_A01_020_MOOSCLES_458294.mp4,
,2013.0,A16,A16/020,MELOS,FOOT LOCKER,FOOT LOCKER,BBDO NEW YORK,USA,,0.0,2013_Film_A16_020_MELOS_458295,,458295.0,0.0,,,,,5.0,,,,,,,3.0,,,,,6.0,2.0,6.0,10.0,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,4.0,1.0,2.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013_Film_A16_020_MELOS_458295.mp4,
,2013.0,A16,A16/020,MELOS,FOOT LOCKER,FOOT LOCKER,BBDO NEW YORK,USA,,0.0,2013_Film_A16_020_MELOS_458295,,458295.0,1.0,,,,,4.0,,,,,,,3.0,,,,,6.0,2.0,6.0,10.0,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,4.0,1.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013_Film_A16_020_MELOS_458295.mp4,
,2013.0,A16,A16/020,MELOS,FOOT LOCKER,FOOT LOCKER,BBDO NEW YORK,USA,,0.0,2013_Film_A16_020_MELOS_458295,,458295.0,2.0,,,,,5.0,,,,,,,3.0,,,,,7.0,0.0,1.0,10.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013_Film_A16_020_MELOS_458295.mp4,
,2013.0,A16,A16/020,MELOS,FOOT LOCKER,FOOT LOCKER,BBDO NEW YORK,USA,,0.0,2013_Film_A16_020_MELOS_458295,,458295.0,3.0,,,,,4.0,,,,,,,3.0,,,,,7.0,0.0,1.0,10.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013_Film_A16_020_MELOS_458295.mp4,
,2013.0,A16,A16/020,MELOS,FOOT LOCKER,FOOT LOCKER,BBDO NEW YORK,USA,,0.0,2013_Film_A16_020_MELOS_458295,,458295.0,4.0,,,,,4.0,,,,,,,3.0,,,,,7.0,0.0,1.0,10.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013_Film_A16_020_MELOS_458295.mp4,
,2013.0,A16,A16/020,MELOS,FOOT LOCKER,FOOT LOCKER,BBDO NEW YORK,USA,,0.0,2013_Film_A16_020_MELOS_458295,,458295.0,5.0,,,,,4.0,,,,,,,1.0,,,,,7.0,0.0,1.0,10.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013_Film_A16_020_MELOS_458295.mp4,
,2013.0,A01,A01/022,SHOT AND A STEER,APPLEGATE,HOT DOG,TAXI NEW YORK,USA,,0.0,2013_Film_A01_022_SHOT AND A STEER_458359,,458359.0,0.0,,,,,5.0,,,,,,,1.0,,,,,other; interviewing,0.0,6.0,10.0,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013_Film_A01_022_SHOT AND A STEER_458359.mp4,
,2013.0,A01,A01/022,SHOT AND A STEER,APPLEGATE,HOT DOG,TAXI NEW YORK,USA,,0.0,2013_Film_A01_022_SHOT AND A STEER_458359,,458359.0,1.0,,,,,4.0,,,,,,,1.0,,,,,other; being interviewed,0.0,6.0,10.0,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,2.0,2.0,0.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013_Film_A01_022_SHOT AND A STEER_458359.mp4,
,2007.0,A15,A15,JAY-Z,HEWLETT-PACKARD,NOTEBOOK COMPUTERS,GOODBY SILVERSTEIN & PARTNERS San Francisco,USA,,0.0,2007_Film_A15_JAY-Z_29119,,29119.0,0.0,,,,,6.0,,,,,,,3.0,,,,,other,2.0,9.0,10.0,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,3.0,4.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007_Film_A15_JAY-Z_29119.mp4,
,2007.0,A15,A15,VIRUS,APPLE,MAC,TBWA\MEDIA ARTS LAB Los Angeles,USA,Silver Lion Campaign,1.0,2007_Film_A15_VIRUS_29157,,29157.0,0.0,,,,,4.0,,,,,,,1.0,,,,,7.0,0.0,9.0,10.0,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,3.0,0.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007_Film_A15_VIRUS_29157.mp4,
,2007.0,A15,A15,VIRUS,APPLE,MAC,TBWA\MEDIA ARTS LAB Los Angeles,USA,Silver Lion Campaign,1.0,2007_Film_A15_VIRUS_29157,,29157.0,1.0,,,,,5.0,,,,,,,1.0,,,,,7.0,0.0,9.0,10.0,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,3.0,0.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007_Film_A15_VIRUS_29157.mp4,
,2007.0,A15,A15,OUT OF THE BOX,APPLE,MAC,TBWA\MEDIA ARTS LAB Los Angeles,USA,Silver Lion Campaign,1.0,2007_Film_A15_OUT OF THE BOX_29162,,29162.0,0.0,,,,,4.0,,,,,,,1.0,,,,,other- jumping out of box,0.0,9.0,10.0,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,3.0,4.0,0.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007_Film_A15_OUT OF THE BOX_29162.mp4,
,2007.0,A15,A15,OUT OF THE BOX,APPLE,MAC,TBWA\MEDIA ARTS LAB Los Angeles,USA,Silver Lion Campaign,1.0,2007_Film_A15_OUT OF THE BOX_29162,,29162.0,1.0,,,,,5.0,,,,,,,1.0,,,,,other- stretching,0.0,9.0,10.0,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,4.0,0.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007_Film_A15_OUT OF THE BOX_29162.mp4,
,2007.0,A23,A23,PIERCING,MICROSOFT,ADCENTER SEARCH ENGINE,McCANN WORLDGROUP San Francisco,USA,,0.0,2007_Film_A23_PIERCING_29182,,29182.0,0.0,,,,,6.0,,,,,,,1.0,,,,,6.0,0.0,12.0,10.0,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,10.0,0.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007_Film_A23_PIERCING_29182.mp4,
,2007.0,A23,A23,PIERCING,MICROSOFT,ADCENTER SEARCH ENGINE,McCANN WORLDGROUP San Francisco,USA,,0.0,2007_Film_A23_PIERCING_29182,,29182.0,1.0,,,,,3.0,,,,,,,1.0,,,,,6.0,0.0,12.0,10.0,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,4.0,0.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007_Film_A23_PIERCING_29182.mp4,
,2007.0,A11,A11,NEWS STORY,LEVI'S,ORIGINAL 501,BBH New York,USA,Bronze Lion,1.0,2007_Film_A11_NEWS STORY_29230,,29230.0,0.0,,,,,4.0,,,,,,,1.0,,,,,other,1.0,6.0,10.0,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007_Film_A11_NEWS STORY_29230.mp4,
,2007.0,A11,A11,NEWS STORY,LEVI'S,ORIGINAL 501,BBH New York,USA,Bronze Lion,1.0,2007_Film_A11_NEWS STORY_29230,,29230.0,1.0,,,,,4.0,,,,,,,1.0,,,,,other,1.0,6.0,10.0,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007_Film_A11_NEWS STORY_29230.mp4,
,2007.0,A11,A11,NEWS STORY,LEVI'S,ORIGINAL 501,BBH New York,USA,Bronze Lion,1.0,2007_Film_A11_NEWS STORY_29230,,29230.0,2.0,,,,,4.0,,,,,,,1.0,,,,,other,0.0,5.0,1.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007_Film_A11_NEWS STORY_29230.mp4,
,2007.0,A11,A11,NEWS STORY,LEVI'S,ORIGINAL 501,BBH New York,USA,Bronze Lion,1.0,2007_Film_A11_NEWS STORY_29230,,29230.0,3.0,,,,,9.0,,,,,,,3.0,,,,,5.0,0.0,5.0,10.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007_Film_A11_NEWS STORY_29230.mp4,
,2007.0,A11,A11,NEWS STORY,LEVI'S,ORIGINAL 501,BBH New York,USA,Bronze Lion,1.0,2007_Film_A11_NEWS STORY_29230,,29230.0,4.0,,,,,9.0,,,,,,,4.0,,,,,5.0,0.0,5.0,10.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007_Film_A11_NEWS STORY_29230.mp4,
,2007.0,A11,A11,NEWS STORY,LEVI'S,ORIGINAL 501,BBH New York,USA,Bronze Lion,1.0,2007_Film_A11_NEWS STORY_29230,,29230.0,5.0,,,,,9.0,,,,,,,3.0,,,,,5.0,0.0,5.0,10.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007_Film_A11_NEWS STORY_29230.mp4,
,2007.0,A02,A02,AUSTRALIAN DOUBLE BACK,"WILLIAM WRIGLEY, JR.",ALTOIDS,BISCUIT FILMWORKS Los Angeles,USA,Bronze Lion Campaign,1.0,2007_Film_A02_AUSTRALIAN DOUBLE BACK_29259,,29259.0,0.0,,,,,5.0,,,,,,,1.0,,,,,socializing; reading,0.0,5.0,10.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007_Film_A02_AUSTRALIAN DOUBLE BACK_29259.mp4,
,2007.0,A02,A02,AUSTRALIAN DOUBLE BACK,"WILLIAM WRIGLEY, JR.",ALTOIDS,BISCUIT FILMWORKS Los Angeles,USA,Bronze Lion Campaign,1.0,2007_Film_A02_AUSTRALIAN DOUBLE BACK_29259,,29259.0,1.0,,,,,5.0,,,,,,,3.0,,,,,socializing; jogging,0.0,5.0,10.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,4.0,0.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007_Film_A02_AUSTRALIAN DOUBLE BACK_29259.mp4,
,2014.0,A19,A19/028,HATS,RAYMOND JAMES FINANCIAL,FINANCIAL ADVISING,MARTIN WILLIAMS Minneapolis,USA,,0.0,2014_Film_A19_028_HATS_506048,,506048.0,1.0,,,,,6.0,,,,,,,1.0,,,,,5.0,0.0,4.0,10.0,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,3.0,0.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Film_A19_028_HATS_506048.mp4,
,2014.0,A19,A19/028,HATS,RAYMOND JAMES FINANCIAL,FINANCIAL ADVISING,MARTIN WILLIAMS Minneapolis,USA,,0.0,2014_Film_A19_028_HATS_506048,,506048.0,17.0,,,,,9.0,,,,,,,1.0,,,,,1.0,0.0,4.0,10.0,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Film_A19_028_HATS_506048.mp4,
,2014.0,A19,A19/028,HATS,RAYMOND JAMES FINANCIAL,FINANCIAL ADVISING,MARTIN WILLIAMS Minneapolis,USA,,0.0,2014_Film_A19_028_HATS_506048,,506048.0,18.0,,,,,9.0,,,,,,,9.0,,,,,1.0,0.0,4.0,10.0,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Film_A19_028_HATS_506048.mp4,
,2014.0,A19,A19/028,HATS,RAYMOND JAMES FINANCIAL,FINANCIAL ADVISING,MARTIN WILLIAMS Minneapolis,USA,,0.0,2014_Film_A19_028_HATS_506048,,506048.0,24.0,,,,,9.0,,,,,,,1.0,,,,,6.0,0.0,5.0,10.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,9.0,9.0,0.0,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Film_A19_028_HATS_506048.mp4,
,2014.0,A19,A19/028,HATS,RAYMOND JAMES FINANCIAL,FINANCIAL ADVISING,MARTIN WILLIAMS Minneapolis,USA,,0.0,2014_Film_A19_028_HATS_506048,,506048.0,25.0,,,,,9.0,,,,,,,1.0,,,,,6.0,0.0,5.0,10.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,9.0,9.0,0.0,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Film_A19_028_HATS_506048.mp4,
,2014.0,A19,A19/028,HATS,RAYMOND JAMES FINANCIAL,FINANCIAL ADVISING,MARTIN WILLIAMS Minneapolis,USA,,0.0,2014_Film_A19_028_HATS_506048,,506048.0,41.0,,,,,7.0,,,,,,,1.0,,,,,other: reading newspaper,0.0,5.0,10.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Film_A19_028_HATS_506048.mp4,
,2014.0,A19,A19/028,HATS,RAYMOND JAMES FINANCIAL,FINANCIAL ADVISING,MARTIN WILLIAMS Minneapolis,USA,,0.0,2014_Film_A19_028_HATS_506048,,506048.0,42.0,,,,,6.0,,,,,,,1.0,,,,,other: reading newspaper,0.0,5.0,10.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Film_A19_028_HATS_506048.mp4,
,2014.0,A19,A19/028,HATS,RAYMOND JAMES FINANCIAL,FINANCIAL ADVISING,MARTIN WILLIAMS Minneapolis,USA,,0.0,2014_Film_A19_028_HATS_506048,,506048.0,44.0,,,,,8.0,,,,,,,1.0,,,,,other: reading newspaper,0.0,other: theater,10.0,,,,,,,,,,,,other: theater,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Film_A19_028_HATS_506048.mp4,
,2014.0,A19,A19/028,HATS,RAYMOND JAMES FINANCIAL,FINANCIAL ADVISING,MARTIN WILLIAMS Minneapolis,USA,,0.0,2014_Film_A19_028_HATS_506048,,506048.0,45.0,,,,,8.0,,,,,,,1.0,,,,,other: watching others,0.0,other: theater,10.0,,,,,,,,,,,,other: theater,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Film_A19_028_HATS_506048.mp4,
,2014.0,A19,A19/028,HATS,RAYMOND JAMES FINANCIAL,FINANCIAL ADVISING,MARTIN WILLIAMS Minneapolis,USA,,0.0,2014_Film_A19_028_HATS_506048,,506048.0,46.0,,,,,7.0,,,,,,,1.0,,,,,other: watching others,0.0,other: theater,10.0,,,,,,,,,,,,other: theater,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Film_A19_028_HATS_506048.mp4,
,2014.0,A19,A19/028,HATS,RAYMOND JAMES FINANCIAL,FINANCIAL ADVISING,MARTIN WILLIAMS Minneapolis,USA,,0.0,2014_Film_A19_028_HATS_506048,,506048.0,51.0,,,,,9.0,,,,,,,9.0,,,,,other: rowing,0.0,5.0,10.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,9.0,3.0,0.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Film_A19_028_HATS_506048.mp4,
,2014.0,A19,A19/028,HATS,RAYMOND JAMES FINANCIAL,FINANCIAL ADVISING,MARTIN WILLIAMS Minneapolis,USA,,0.0,2014_Film_A19_028_HATS_506048,,506048.0,52.0,,,,,9.0,,,,,,,9.0,,,,,other: rowing,0.0,5.0,10.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,9.0,3.0,0.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Film_A19_028_HATS_506048.mp4,
,2014.0,A19,A19/028,HATS,RAYMOND JAMES FINANCIAL,FINANCIAL ADVISING,MARTIN WILLIAMS Minneapolis,USA,,0.0,2014_Film_A19_028_HATS_506048,,506048.0,53.0,,,,,9.0,,,,,,,9.0,,,,,other: rowing,0.0,5.0,10.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,9.0,3.0,0.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Film_A19_028_HATS_506048.mp4,
,2014.0,A19,A19/028,HATS,RAYMOND JAMES FINANCIAL,FINANCIAL ADVISING,MARTIN WILLIAMS Minneapolis,USA,,0.0,2014_Film_A19_028_HATS_506048,,506048.0,54.0,,,,,9.0,,,,,,,9.0,,,,,other: rowing,0.0,5.0,10.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,9.0,3.0,0.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Film_A19_028_HATS_506048.mp4,
,2014.0,A19,A19/028,HATS,RAYMOND JAMES FINANCIAL,FINANCIAL ADVISING,MARTIN WILLIAMS Minneapolis,USA,,0.0,2014_Film_A19_028_HATS_506048,,506048.0,55.0,,,,,9.0,,,,,,,9.0,,,,,other: rowing,0.0,5.0,10.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,9.0,3.0,0.0,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Film_A19_028_HATS_506048.mp4,
,2014.0,A19,A19/028,HATS,RAYMOND JAMES FINANCIAL,FINANCIAL ADVISING,MARTIN WILLIAMS Minneapolis,USA,,0.0,2014_Film_A19_028_HATS_506048,,506048.0,56.0,,,,,9.0,,,,,,,9.0,,,,,other: painting,0.0,5.0,10.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,9.0,3.0,0.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Film_A19_028_HATS_506048.mp4,
,2014.0,A19,A19/028,HATS,RAYMOND JAMES FINANCIAL,FINANCIAL ADVISING,MARTIN WILLIAMS Minneapolis,USA,,0.0,2014_Film_A19_028_HATS_506048,,506048.0,67.0,,,,,8.0,,,,,,,1.0,,,,,6.0,0.0,9.0,10.0,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,4.0,0.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Film_A19_028_HATS_506048.mp4,
,2014.0,A19,A19/028,HATS,RAYMOND JAMES FINANCIAL,FINANCIAL ADVISING,MARTIN WILLIAMS Minneapolis,USA,,0.0,2014_Film_A19_028_HATS_506048,,506048.0,68.0,,,,,9.0,,,,,,,9.0,,,,,6.0,0.0,9.0,10.0,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,2.0,3.0,0.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Film_A19_028_HATS_506048.mp4,
,2014.0,A19,A19/028,HATS,RAYMOND JAMES FINANCIAL,FINANCIAL ADVISING,MARTIN WILLIAMS Minneapolis,USA,,0.0,2014_Film_A19_028_HATS_506048,,506048.0,72.0,,,,,9.0,,,,,,,9.0,,,,,5.0,0.0,5.0,10.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Film_A19_028_HATS_506048.mp4,
,2014.0,A19,A19/028,HATS,RAYMOND JAMES FINANCIAL,FINANCIAL ADVISING,MARTIN WILLIAMS Minneapolis,USA,,0.0,2014_Film_A19_028_HATS_506048,,506048.0,93.0,,,,,6.0,,,,,,,1.0,,,,,1.0,0.0,4.0,10.0,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Film_A19_028_HATS_506048.mp4,
,2014.0,A19,A19/028,HATS,RAYMOND JAMES FINANCIAL,FINANCIAL ADVISING,MARTIN WILLIAMS Minneapolis,USA,,0.0,2014_Film_A19_028_HATS_506048,,506048.0,95.0,,,,,8.0,,,,,,,1.0,,,,,6.0,0.0,5.0,10.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Film_A19_028_HATS_506048.mp4,
,2014.0,A13,A13/028,EVOLUTION,SAMSUNG TELECOMMUNICATIONS AMERICA,GALAXY GEAR,72ANDSUNNY Los Angeles,USA,,0.0,2014_Film_A13_028_EVOLUTION_506056,,506056.0,0.0,,,,,9.0,,,,,,,1.0,,,,,other: texting,2.0,9.0,10.0,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Film_A13_028_EVOLUTION_506056.mp4,
,2007.0,A17,A17,FRIENDS,SONIC,FAST FOOD,BARKLEY Kansas City,USA,,0.0,2007_Film_A17_FRIENDS_29879,,29879.0,0.0,,,,,5.0,,,,,,,1.0,,,,,8.0,0.0,3.0,10.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,4.0,0.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007_Film_A17_FRIENDS_29879.mp4,
