Coder,Asset_Name,Brand,Lead_Country,Year_Produced,Year_Aired,Segment,Agency,Character_Name,Character_Description,Q1_Prominence,Q2_Age,Q2a_Age_SpecifyOther,Q3_Sex,Q4_Gender,Q5_LGBTQ,Q6_Animated,Q6a_Animated_OtherSpecify,Q7_Race_Ethnicity,Q7a_RE_OtherSpecify,Q8_Physical_Disability,Q9_Cognitive_Disability,Q10_Communication_Disability,Q11a_Shopping,Q11b_Driving,Q11c_Cleaning,Q11d_Cooking,Q11e_Working,Q11f_Socializing,Q11g_Nothing,Q11h_Eating/Drinking,Q11i_Exercising,Q11j_Activity Other,Q11j_Activity_Other_Specify,Q12a_Kitchen,Q12b_Office,Q12c_Car,Q12d_Store,Q12e_Outdoors,Q12f_Living Room,Q12g_Restaurant_Bar,Q12h_Gym,Q12i_Bedroom,Q12j_Bathroom,Q12k_Sporting_Event,Q12l_Classroom,Q12m_Location_Other,Q12m_Location_Other_Specify,Q13_Revealing_Clothing,Q14_Nudity,Q14a_Nudity_Other_Specify,Q15_Visually_Objectified,Q16_Verbally_Objectified,Q17_Intelligence,Q18_Humor,Q19_Occupation,Q20_Leader,Q21_Authority,Q22_Body Type,Q22a_Body_Type_Other_Specify,Q23a_Disordered_Eating,Q23b_Selfy_injury,Q23c_NegativeTalk,Q23d_Body_Modification,Q24a_Visual_Shame,Q24b_Verbal_shame,Q24c_Sizeist_Slurs,Q24d_Punchline,Q24e_Denied_Personal_Opportunity,Q24f_Denied_Professional_Opportunity,Q24g_Other_Prejudice,Q24g_Prejudice_Other_Specify,Q25a_Lazy,Q25b_Physically_Slow,Q25c_Stupid,Q25d_Loser,Q25e_Inactive,Q25f_Poorly_Dressed,Q25g_Funny,Q25h_Jolly,Q25i_Clumsy,Q25j_Alone,Q26a_Comic_Relief,Q26b_Sidekick,Q26c_Mamma_Hen,Q26d_Nympho,Q27_Fat_to_Fit,Q28_Inspo_Porn,,Q27. NOTES,,Notes on Dwelling,,,,,,,,,,,,,,,
Sofie,Go Rogue with Flavour,Master Foods,Australia,2020,2020,Food,BBDO,Mom,,1,6,,1,10,0,0,,9,,0,0,0,0,0,0,0,0,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,dining room,0,0,,0,0,0,0,0,0,0,2,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Sofie,Go Rogue with Flavour,Master Foods,Australia,2020,2020,Food,BBDO,Youngest daughter,overalls,2,1,,1,10,10,0,,9,,0,0,0,0,0,0,0,0,1,0,1,0,1,"dancing, reading",0,0,0,0,0,0,0,0,0,0,0,0,1,"stage/set, dining room",0,10,,0,0,0,2,10,0,0,1,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Pamela,Shower,Multi-Brand (MWC),United Kingdom,2020,2020,Confectionary,BBDO,Man wearing robe,"Wearing white robe, white hair",1,7,,2,10,0,0,,1,,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,,0,0,0,3,0,1,1,10,,10,10,10,10,0,0,0,0,0,0,0,,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,,"not quite sure of race. family does not look white, possibly australian native?",,,,,,,,,,,,,,,,,
Emma,Dishwasher,Multi-Brand (MWC),United Kingdom,2020,2020,Confectionary,BBDO,Man,dish washing,1,8,,1,10,0,0,,1,,0,0,0,0,0,1,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,3,0,0,2,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Melanie,Bedtime,Multi-Brand (MWC),United Kingdom,2020,2020,Confectionary,BBDO,Woman,in bed,2,7,,1,10,0,0,,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,sitting in bed reading,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,,0,0,2,0,0,0,0,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Melanie,Bedtime,Multi-Brand (MWC),United Kingdom,2020,2020,Confectionary,BBDO,Man   ,glasses,1,7,,2,10,0,0,,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,sitting in bed reading,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,,0,0,3,0,0,0,0,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Jenna,Coat,Multi-Brand (MWC),United Kingdom,2020,2020,Confectionary,BBDO,Man in closet,White button down,1,8,,2,10,0,0,,1,,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,1,Walk-in closet,0,0,,0,0,0,2,0,0,1,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Pamela,Who Wants A Walk,Nutro,United States,2020,2020,Pet,BBDO,Son,Wearing gray shirt and blue jeans,1,3,,2,10,0,0,,1,,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,1,0,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Pamela,Who Wants A Walk,Nutro,United States,2020,2020,Pet,BBDO,Dad,Wearing light short sleeve shirt and khaki pants,1,6,,2,10,0,0,,1,,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,1,1,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Pamela,Who Wants A Walk,Nutro,United States,2020,2020,Pet,BBDO,Daughter,Wearing overalls and striped long sleeve shirt,1,3,,1,10,0,0,,1,,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,1,0,2,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Pamela,Who Wants A Walk,Nutro,United States,2020,2020,Pet,BBDO,Mom,Wearing white long sleeve shirt with colorful printed pants,1,6,,1,10,0,0,,1,,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,1,1,2,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Linzi,Gang (:06),Orbit,Global - Toolkit,2019,2019,Confectionary,BBDO,moto guy,,1,7,,2,Hyper-Masculine,0,0,,1,,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,,0,0,0,2,0,1,0,4,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
Linzi,Vote (:20),Orbit,Mexico,2019,2019,Confectionary,BBDO,guy,,1,4,,2,Masculine,0,0,,2,,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,studio,0,0,,0,0,0,0,1,1,2,4,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
Melanie,Smell,Orbit,United States,2020,2020,Confectionary,BBDO,man,sweter,2,6,,2,10,0,0,,1,,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,,0,0,3,3,0,0,0,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Melanie,DTF,Orbit,United States,2020,2020,Confectionary,BBDO,man,sweter,2,6,,2,10,0,0,,1,,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,,0,0,3,3,0,0,0,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Melanie,Slide,Orbit,United States,2020,2020,Confectionary,BBDO,man,sweter,2,6,,2,10,0,0,,1,,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,,0,0,3,3,0,0,0,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Melanie,Bees,Orbit,United States,2020,2020,Confectionary,BBDO,man,sweter,2,6,,2,10,0,0,,1,,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,,0,0,3,3,0,0,0,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Melanie,Distance,Orbit,United States,2020,2020,Confectionary,BBDO,man,sweter,2,6,,2,10,0,0,,1,,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,,0,0,3,3,0,0,0,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Melanie,Fish,Orbit,United States,2020,2020,Confectionary,BBDO,man,sweter,2,6,,2,10,0,0,,1,,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,,0,0,3,3,0,0,0,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Melanie,No,Orbit,United States,2020,2020,Confectionary,BBDO,man,sweter,2,6,,2,10,0,0,,1,,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,,0,0,3,3,0,0,0,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Melanie,Salad,Orbit,United States,2020,2020,Confectionary,BBDO,man,sweter,2,6,,2,10,0,0,,1,,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,,0,0,3,3,0,0,0,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
CAckel,BBQ CTA,Orbit,United States,2020,2020,Confectionary,BBDO,Female,by pool side,2,4,,1,10,0,0,,8,,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Romeo,Doing Good Marketing (:15),Orbit,Poland,2019,2019,Confectionary,BBDO,Child #1,blonde boy with shaggy hair,2,1,,2,10,0,0,,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,playing,0,0,0,0,0,0,0,0,0,0,0,0,1,studio/on set,0,10,,0,0,0,0,10,0,0,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,
Romeo,Doing Good Marketing (:15),Orbit,Poland,2019,2019,Confectionary,BBDO,Child #2,blonde girl in white printed top ,2,1,,1,10,0,0,,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,playing,0,0,0,0,0,0,0,0,0,0,0,0,1,studio/on set,0,10,,0,0,0,0,10,0,0,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,
Romeo,Doing Good Marketing (:15),Orbit,Poland,2019,2019,Confectionary,BBDO,Child #3,younger blonde girl in pink,2,1,,1,10,0,0,,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,playing,0,0,0,0,0,0,0,0,0,0,0,0,1,studio/on set,0,10,,0,0,0,0,10,0,0,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,
Romeo,Doing Good Marketing (:15),Orbit,Poland,2019,2019,Confectionary,BBDO,Child #4,brunette boy in jean jacket,2,1,,2,10,0,0,,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,playing,0,0,0,0,0,0,0,0,0,0,0,0,1,studio/on set,0,10,,0,0,0,0,10,0,0,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,
Romeo,Doing Good Marketing (:15),Orbit,Poland,2019,2019,Confectionary,BBDO,Child #5,blonde girl in black jacket,2,1,,1,10,0,0,,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,playing,0,0,0,0,0,0,0,0,0,0,0,0,1,studio/on set,0,10,,0,0,0,0,10,0,0,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,
Romeo,Mega Impression - Boy,Orbit,Russia,2020,2020,Confectionary,BBDO,Man,main man character on screen,2,4,,2,10,0,0,,1,,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,studio/on set,0,0,,0,0,0,0,0,0,0,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,
Romeo,Mega Impression V1,Orbit,Russia,2020,2020,Confectionary,BBDO,Squirrel Man,man in squirrel costume,2,5,,2,10,0,0,,1,,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,studio/on set,0,0,,0,0,0,2,0,0,0,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,
Romeo,Mega Impression V2,Orbit,Russia,2020,2020,Confectionary,BBDO,Gorilla Man,man in gorilla costume,2,5,,2,10,0,0,,10,,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,studio/on set,0,0,,0,0,0,2,0,0,0,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,
Romeo,Mega Impression V2,Orbit,Russia,2020,2020,Confectionary,BBDO,Man ,blowing bubbles,2,4,,2,10,0,0,,1,,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,studio/on set,0,0,,0,0,0,0,0,0,0,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,
Romeo,Mega Impression V2,Orbit,Russia,2020,2020,Confectionary,BBDO,Older Woman,older woman with first woman,2,8,,1,10,0,0,,1,,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,studio/on set,0,0,,0,0,0,0,0,0,0,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,
Romeo,Mega Impression V2,Orbit,Russia,2020,2020,Confectionary,BBDO,Squirrel Man,man in squirrel costume,2,5,,2,10,0,0,,1,,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,studio/on set,0,0,,0,0,0,2,0,0,0,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,
Melanie,Lunch Money (:30),Orbit,Mexico,2017,2019,Confectionary,BBDO,kid 2,bully,1,3,,2,Masculine,0,0,,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,nearly beating someone up,0,0,0,0,0,0,0,0,0,0,0,0,1,school hallway,0,0,,0,0,0,0,0,0,0,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Linzi,Invite (:15),Orbit,Mexico,2019,2019,Confectionary,BBDO,guy,,1,4,,2,Masculine,0,0,,2,,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,studio,0,0,,0,0,0,0,1,1,2,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
CAckel,BBQ CTA,Orbit,United States,2020,2020,Confectionary,BBDO,Male,by pool side,2,4,,2,10,0,0,,1,,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,,0,0,0,2,0,0,0,2,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
CAckel,The Talk,Orbit,United States,2020,2020,Confectionary,BBDO,Dad,sitting on bed,1,7,,2,10,0,0,,1,,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,,0,0,2,3,0,1,1,2,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
CAckel,U Up?,Orbit,United States,2020,2020,Confectionary,BBDO,Dad,sitting on bed,1,7,,2,10,0,0,,1,,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,,0,0,2,3,0,1,1,2,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
CAckel,Send Nudes,Orbit,United States,2020,2020,Confectionary,BBDO,Dad,sitting on bed,1,7,,2,10,0,0,,1,,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,,0,0,2,3,0,1,1,2,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
CAckel,Dirty Pickup,Orbit,United States,2020,2020,Confectionary,BBDO,Dad,sitting on bed,1,7,,2,10,0,0,,1,,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,,0,0,2,3,0,1,1,2,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
CAckel,Protection,Orbit,United States,2020,2020,Confectionary,BBDO,Dad,sitting on bed,1,7,,2,10,0,0,,1,,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,,0,0,2,3,0,1,1,2,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
CAckel,Bed,Orbit,United States,2020,2020,Confectionary,BBDO,Dad,sitting on bed,1,7,,2,10,0,0,,1,,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,,0,0,0,0,0,1,1,2,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
CAckel,Father,Orbit,United States,2020,2020,Confectionary,BBDO,Dad,sitting on bed,1,7,,2,10,0,0,,1,,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,,0,0,0,0,0,1,1,2,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
CAckel,Ghosted,Orbit,United States,2020,2020,Confectionary,BBDO,Dad,sitting on bed,1,7,,2,10,0,0,,1,,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,,0,0,0,0,0,1,1,2,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Linzi,Gang (:06),Orbit,Global - Toolkit,2019,2019,Confectionary,BBDO,girl,,2,4,,1,Feminine,0,0,,1,,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,,0,0,0,1,0,0,0,2,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Melanie,Zombie (:45),Orbit,Global - Toolkit,2019,2019,Confectionary,BBDO,Zombie,asian woman,1,4,,1,Feminine,0,0,,5,,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,,0,0,0,0,0,0,0,2,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Romeo,Doing Good Marketing (:15),Orbit,Poland,2019,2019,Confectionary,BBDO,Woman #1,main woman actress,1,5,,1,10,0,0,,1,,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,studio/on set,0,0,,0,0,0,0,0,0,0,2,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,
Romeo,Mega Impression - Girl,Orbit,Russia,2020,2020,Confectionary,BBDO,Woman,main woman on screen,2,4,,1,10,0,0,,1,,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,studio/on set,0,0,,0,0,0,0,0,0,0,2,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,
Romeo,Mega Impression V2,Orbit,Russia,2020,2020,Confectionary,BBDO,Woman,first woman in fighting rink,2,4,,1,10,0,0,,1,,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,studio/on set,0,0,,0,0,0,0,0,0,0,2,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,
Linzi,Claw (:06),Orbit,Global - Toolkit,2019,2019,Confectionary,BBDO,guy,,2,4,,2,Masculine,0,0,,1,,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,arcade,0,0,,0,0,3,2,0,0,0,2,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Linzi,Claw (:06),Orbit,Global - Toolkit,2019,2019,Confectionary,BBDO,girl,,1,4,,1,Feminine,0,0,,3,,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,arcade,0,0,,0,0,0,0,0,0,0,2,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Melanie,Claw OLV (:15),Orbit,Global - Toolkit,2019,2019,Confectionary,BBDO,woman,woman,1,4,,1,Feminine,0,0,,8,,0,0,0,0,0,0,0,0,0,0,0,0,1,Playing with a claw for a stuffed animal,0,0,0,0,0,0,0,0,0,0,0,0,1,arcade,0,0,,0,0,0,0,0,0,0,2,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Melanie,Claw OLV (:15),Orbit,Global - Toolkit,2019,2019,Confectionary,BBDO,man,man,1,4,,2,Masculine,0,0,,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,Being among stuffed animals in a claw machine,0,0,0,0,0,0,0,0,0,0,0,0,1,arcade,0,0,,0,0,0,0,0,0,0,2,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Melanie,Hard Shell,Orbit,Hungary,2019,2019,Confectionary,BBDO,blond,yogi,2,4,,1,Feminine,0,0,,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,doing yoga,0,0,0,0,0,0,0,0,0,0,0,0,1,yoga studio,0,0,,0,0,0,0,0,0,0,2,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Melanie,Hard Shell,Orbit,Hungary,2019,2019,Confectionary,BBDO,man,yogi,2,5,,2,Masculine,0,0,,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,doing yoga,0,0,0,0,0,0,0,0,0,0,0,0,1,yoga studio,0,0,,0,0,0,0,0,0,0,2,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Melanie,Lunch Money (:30),Orbit,Mexico,2017,2019,Confectionary,BBDO,kid 1,glasses,1,3,,2,Masculine,0,0,,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,Getting nearly beat up,0,0,0,0,0,0,0,0,0,0,0,0,1,School hallway,0,0,,0,0,0,0,0,0,0,2,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Melanie,Lunch Money (:30),Orbit,Mexico,2017,2019,Confectionary,BBDO,sarah,love interest,2,3,,1,Feminine,0,0,,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,walking by,0,0,0,0,0,0,0,0,0,0,0,0,1,school hallway,0,0,,0,0,0,0,0,0,0,2,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Melanie,Mood,Orbit,Hungary,2019,2019,Confectionary,BBDO,woman,yogi,2,4,,1,Feminine,0,0,,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,doing yoga,0,0,0,0,0,0,0,0,0,0,0,0,1,yoga studio,0,0,,0,0,0,0,0,0,0,2,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
