Coder,Asset_Name,Brand,Lead_Country,Year_Produced,Year_Aired,Segment,Agency,Character_Name,Character_Description,Q1_Prominence,Q2_Age,Q2a_Age_SpecifyOther,Q3_Sex,Q4_Gender,Q5_LGBTQ,Q6_Animated,Q6a_Animated_OtherSpecify,Q7_Race_Ethnicity,Q7a_RE_OtherSpecify,Q8_Physical_Disability,Q9_Cognitive_Disability,Q10_Communication_Disability,Q11a_Shopping,Q11b_Driving,Q11c_Cleaning,Q11d_Cooking,Q11e_Working,Q11f_Socializing,Q11g_Nothing,Q11h_Eating/Drinking,Q11i_Exercising,Q11j_Activity Other,Q11j_Activity_Other_Specify,Q12a_Kitchen,Q12b_Office,Q12c_Car,Q12d_Store,Q12e_Outdoors,Q12f_Living Room,Q12g_Restaurant_Bar,Q12h_Gym,Q12i_Bedroom,Q12j_Bathroom,Q12k_Sporting_Event,Q12l_Classroom,Q12m_Location_Other,Q12m_Location_Other_Specify,Q13_Revealing_Clothing,Q14_Nudity,Q14a_Nudity_Other_Specify,Q15_Visually_Objectified,Q16_Verbally_Objectified,Q17_Intelligence,Q18_Humor,Q19_Occupation,Q20_Leader,Q21_Authority,Q22_Body Type,Q22a_Body_Type_Other_Specify,Q23a_Disordered_Eating,Q23b_Selfy_injury,Q23c_NegativeTalk,Q23d_Body_Modification,Q24a_Visual_Shame,Q24b_Verbal_shame,Q24c_Sizeist_Slurs,Q24d_Punchline,Q24e_Denied_Personal_Opportunity,Q24f_Denied_Professional_Opportunity,Q24g_Other_Prejudice,Q24g_Prejudice_Other_Specify,Q25a_Lazy,Q25b_Physically_Slow,Q25c_Stupid,Q25d_Loser,Q25e_Inactive,Q25f_Poorly_Dressed,Q25g_Funny,Q25h_Jolly,Q25i_Clumsy,Q25j_Alone,Q26a_Comic_Relief,Q26b_Sidekick,Q26c_Mamma_Hen,Q26d_Nympho,Q27_Fat_to_Fit,Q28_Inspo_Porn,,Q27. NOTES,,Notes on Dwelling,,,,,,,,,,,,,,,
CEspinoza,Daisy (:06),Dove / Galaxy,United States,2019,2019,Confectionary,BBDO,Woman eating chocolate,Woman eating chocolate,2,4,,1,10,0,0,,1,,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,1,0,9,0,9,0,0,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
CEspinoza,The Endless Funfair - Bear,Dove / Galaxy,China,2020,2020,Confectionary,BBDO,Woman Shouting,Child playing with puppets,1,5,,1,10,0,0,,5,,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,,0,0,0,3,0,0,0,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
CEspinoza,The Endless Funfair - Bear,Dove / Galaxy,China,2020,2020,Confectionary,BBDO,Man staring,Man staring,1,6,,2,10,0,0,,5,,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,,0,0,0,3,0,0,0,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Emma,Voices in your head V1,Dove / Galaxy,United Kingdom,2019,2019,Confectionary,BBDO,Woman,in blue dress,2,11,shown as various ages from young girl to elderly woman,1,10,0,0,,1,,0,0,0,0,0,0,0,0,1,0,1,0,0,,0,0,0,0,1,0,1,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,2,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Romeo,Jewels 'Shofa' / First Sight,Dove / Galaxy,Dubai,2019,2019,Confectionary,BBDO,Mom #2,in white top with pearl neckalace,2,7,,1,10,0,0,,7,,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,
Romeo,Jewels 'Shofa' / First Sight,Dove / Galaxy,Dubai,2019,2019,Confectionary,BBDO,Mowafaq,husband in all white and red accent scarves/colors,2,5,,2,10,0,0,,7,,0,0,0,0,0,0,0,0,1,1,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,,1,0,0,2,0,0,0,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"A friend asks if the problem with the man who asked to marry her is that he is ""an old man that can't even walk"" as they show him dressed as a sickly old man",,,,,,,,,,,,,,,,,
Jenna,Dove Thematic,Dove / Galaxy,China,2018,2018,Confectionary,BBDO,Man,Blue suit,2,4,,2,Masculine,0,0,,5,,0,0,0,0,0,0,0,0,1,0,0,0,1,Dancing,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Jeremy Yoder,Soulmates (:15),Dove / Galaxy,United States,2019,2019,Confectionary,BBDO,Baby,,2,1,,2,Masculine,0,0,,1,,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Jeremy Yoder,Teddy Jazz Club,Dove / Galaxy,United States,2019,2019,Confectionary,BBDO,Drummer,,2,5,,2,Masculine,0,0,,1,,0,0,0,0,0,0,0,1,0,0,0,0,1,Playing Music,0,0,0,0,0,0,0,0,0,0,0,0,1,Jazz Club,0,0,,0,0,0,2,1,0,0,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Jeremy Yoder,Teddy Jazz Club,Dove / Galaxy,United States,2019,2019,Confectionary,BBDO,Bassist,,2,5,,2,Masculine,0,0,,3,,0,0,0,0,0,0,0,1,0,0,0,0,1,Playing Music,0,0,0,0,0,0,0,0,0,0,0,0,1,Jazz Club,0,0,,0,0,0,2,1,0,0,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Romeo,Jewels 'Shofa' / First Sight,Dove / Galaxy,Dubai,2019,2019,Confectionary,BBDO,Woman #1,medium blondeish wavy hair,1,4,,1,10,0,0,,7,,0,0,0,0,0,0,0,0,1,0,1,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,2,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,
Romeo,Jewels 'Shofa' / First Sight,Dove / Galaxy,Dubai,2019,2019,Confectionary,BBDO,Woman #2,"woman with medium loong black hair, telling the story",1,4,,1,10,0,0,,7,,0,0,0,0,0,0,0,0,1,0,1,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,,0,0,0,3,0,0,0,2,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,
Romeo,Jewels 'Shofa' / First Sight,Dove / Galaxy,Dubai,2019,2019,Confectionary,BBDO,Woman #3,woman with medium brown wavy hair,1,4,,1,10,0,0,,7,,0,0,0,0,0,0,0,0,1,0,1,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,2,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,
Romeo,Jewels 'Shofa' / First Sight,Dove / Galaxy,Dubai,2019,2019,Confectionary,BBDO,Woman #4,on couch in yellow top and hair pulled back holding bowl of candies,1,4,,1,10,0,0,,7,,0,0,0,0,0,0,0,0,1,0,1,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,2,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,
Romeo,Jewels 'Shofa' / First Sight,Dove / Galaxy,Dubai,2019,2019,Confectionary,BBDO,Mom #1,in head covering,2,7,,1,10,0,0,,7,,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,2,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,
Jeremy Yoder,Daisy (:15),Dove / Galaxy,United States,2019,2019,Confectionary,BBDO,Daisy,,2,4,,1,Feminine,0,0,,1,,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,,1,1,,0,0,2,2,0,1,0,2,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Jeremy Yoder,Daisy (:30),Dove / Galaxy,United States,2019,2019,Confectionary,BBDO,Daisy,,2,4,,1,Feminine,0,0,,1,,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,,1,1,,0,0,2,2,0,1,0,2,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Jeremy Yoder,Daisy (:15),Dove / Galaxy,United States,2019,2019,Confectionary,BBDO,Guy 1,,1,4,,2,Masculine,0,0,,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,3,0,0,0,2,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Jeremy Yoder,Daisy (:15),Dove / Galaxy,United States,2019,2019,Confectionary,BBDO,Guy 2,,1,4,,2,Masculine,0,0,,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,3,0,0,0,2,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Jeremy Yoder,Daisy (:15),Dove / Galaxy,United States,2019,2019,Confectionary,BBDO,Guy 3,,1,4,,2,Masculine,0,0,,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,3,0,0,0,2,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Jeremy Yoder,Daisy (:30),Dove / Galaxy,United States,2019,2019,Confectionary,BBDO,Guy 1,,1,4,,2,Masculine,0,0,,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,3,0,0,0,2,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Jeremy Yoder,Daisy (:30),Dove / Galaxy,United States,2019,2019,Confectionary,BBDO,Guy 2,,1,4,,2,Masculine,0,0,,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,3,0,0,0,2,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Jeremy Yoder,Daisy (:30),Dove / Galaxy,United States,2019,2019,Confectionary,BBDO,Guy 3,,1,4,,2,Masculine,0,0,,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,3,0,0,0,2,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Jeremy Yoder,Dove Celebrity 16x9 (1:10),Dove / Galaxy,Mexico,2019,2019,Confectionary,BBDO,Woman,,1,4,,1,Feminine,0,0,,2,,0,0,0,0,0,0,0,0,0,1,1,0,1,"Flirting with the chocolate bar, licking fingers",0,0,0,0,0,1,0,0,0,0,0,0,0,,1,0,,0,0,0,0,0,0,0,2,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Jenna,Dove Thematic,Dove / Galaxy,China,2018,2018,Confectionary,BBDO,Woman,Pink dress,1,4,,1,Feminine,0,0,,5,,0,0,0,0,0,0,0,0,1,0,1,0,1,Dancing,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,2,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Melanie,Greetings for Fans (:15),Dove / Galaxy,China,2019,2019,Confectionary,BBDO,Spokeswoman 1,White Sweater,1,4,,1,Feminine,0,0,,5,,0,0,0,0,0,0,0,0,1,1,1,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,2,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Melanie,Greetings for Fans (:15),Dove / Galaxy,China,2019,2019,Confectionary,BBDO,Spokeswoman 2,Curly hair,1,4,,1,Feminine,0,0,,5,,0,0,0,0,0,0,0,0,1,1,1,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,2,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Melanie,Greetings for Fans (:15),Dove / Galaxy,China,2019,2019,Confectionary,BBDO,Spokeswoman 3,Pony tail,1,4,,1,Feminine,0,0,,5,,0,0,0,0,0,0,0,0,1,1,1,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,2,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Jeremy Yoder,Soulmates (:15),Dove / Galaxy,United States,2019,2019,Confectionary,BBDO,Guy Friend,,2,4,,2,Masculine,0,0,,1,,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,2,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Jeremy Yoder,Soulmates (:15),Dove / Galaxy,United States,2019,2019,Confectionary,BBDO,Girl Friend,,2,4,,1,Feminine,0,0,,3,,0,0,0,0,0,0,0,0,0,0,0,0,1,walking dog,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,2,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Jeremy Yoder,Teddy Jazz Club,Dove / Galaxy,United States,2019,2019,Confectionary,BBDO,Woman,,2,5,,1,Feminine,0,0,,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,2,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Jeremy Yoder,Teddy Painter,Dove / Galaxy,United States,2019,2019,Confectionary,BBDO,Woman,,2,5,,1,Feminine,0,0,,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,2,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Jeremy Yoder,Soulmates (:15),Dove / Galaxy,United States,2019,2019,Confectionary,BBDO,Guy,,1,4,,2,Masculine,0,0,,1,,0,0,0,0,0,0,0,0,1,0,1,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,,0,0,0,3,0,0,0,2,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Jeremy Yoder,Soulmates (:15),Dove / Galaxy,United States,2019,2019,Confectionary,BBDO,Girl,,1,4,,1,Feminine,0,0,,1,,0,0,0,0,0,0,0,0,1,0,1,0,1,playing with dog,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,,0,0,1,2,0,0,0,2,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Jeremy Yoder,Daisy (:15),Dove / Galaxy,United States,2019,2019,Confectionary,BBDO,Woman 2,,1,6,,1,Feminine,0,0,,1,,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,1,0,0,2,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Jeremy Yoder,Daisy (:15),Dove / Galaxy,United States,2019,2019,Confectionary,BBDO,Woman 1,,2,4,,1,Feminine,0,0,,1,,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,1,0,0,2,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Jeremy Yoder,Daisy (:15),Dove / Galaxy,United States,2019,2019,Confectionary,BBDO,Woman 3,,2,4,,1,Feminine,0,0,,3,,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,1,0,0,2,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Jeremy Yoder,Daisy (:30),Dove / Galaxy,United States,2019,2019,Confectionary,BBDO,Woman 2,,1,6,,1,Feminine,0,0,,1,,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,1,0,0,2,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Jeremy Yoder,Daisy (:30),Dove / Galaxy,United States,2019,2019,Confectionary,BBDO,Woman 1,,2,4,,1,Feminine,0,0,,1,,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,1,0,0,2,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Jeremy Yoder,Daisy (:30),Dove / Galaxy,United States,2019,2019,Confectionary,BBDO,Woman 3,,2,4,,1,Feminine,0,0,,3,,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,1,0,0,2,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Jeremy Yoder,Incredibly Soft (:35),Dove / Galaxy,Arabia,2019,2019,Confectionary,BBDO,Co-Worker,,2,4,,1,Feminine,0,0,,1,,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,1,0,0,2,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Jeremy Yoder,Incredibly Soft (:35),Dove / Galaxy,Arabia,2019,2019,Confectionary,BBDO,Co-Worker 2,,2,4,,1,Feminine,0,0,,1,,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,1,0,0,2,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Jeremy Yoder,Incredibly Soft (:35),Dove / Galaxy,Arabia,2019,2019,Confectionary,BBDO,Businesswoman,,2,4,,1,Feminine,0,0,,1,,0,0,0,0,0,0,0,1,0,0,1,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,1,0,0,2,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Jenna,The Endless Funfair (9:22),Dove / Galaxy,China,2020,2020,Confectionary,BBDO,Amusement park employee,White/red polo,1,3,,1,10,0,0,,5,,0,0,0,0,0,0,0,1,1,1,1,0,1,Riding amusement park rides,0,0,0,0,0,0,0,0,0,0,0,0,1,Amusement park,1,1,,0,0,0,2,1,1,3,2,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Jenna,The Endless Funfair (9:22),Dove / Galaxy,China,2020,2020,Confectionary,BBDO,Amusement park owner,Blue button-down,1,6,,2,10,0,0,,5,,0,0,0,0,0,0,0,1,1,1,1,0,1,"Riding amusement park rides, Using cell phone",0,0,0,1,0,0,0,0,0,0,0,0,1,Amusement park,0,0,,0,0,0,2,1,1,2,2,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Sarah,Dove Premium,Dove / Galaxy,China,2020,2020,Confectionary,BBDO,Ticket Attendent,white shirt w/ red collar,1,4,,1,10,0,0,,5,,0,0,0,0,0,0,0,1,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,amusement park,0,0,,0,0,0,0,1,0,0,2,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Sarah,Dove Premium,Dove / Galaxy,China,2020,2020,Confectionary,BBDO,Man with Fear of Heights,light blue shirt,1,7,,2,10,0,0,,5,,0,0,0,0,0,0,0,1,1,0,1,0,1,vomitting,0,0,0,0,0,0,0,0,0,0,0,0,1,amusement park,0,0,,0,0,0,0,1,0,3,2,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Jenna,The Endless Funfair (9:22),Dove / Galaxy,China,2020,2020,Confectionary,BBDO,Woman with flowers,White gown,2,4,,1,10,0,0,,5,,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,Amusement park,0,0,,0,0,0,0,0,0,1,2,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Jenna,The Endless Funfair (9:22),Dove / Galaxy,China,2020,2020,Confectionary,BBDO,Man with flowers,"White t-shirt, black joggers",2,4,,2,10,0,0,,5,,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,Amusement park,0,0,,0,0,0,0,0,0,1,2,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Romeo,Goodness - CNY,Dove / Galaxy,China,2020,2020,Confectionary,BBDO,Woman #1,white shirt and grey skirt,1,4,,1,10,0,1,turns into animated human,5,,0,0,0,0,0,0,0,0,0,1,1,0,1,feeding fish,0,0,0,0,0,1,0,0,0,0,0,0,1,in studio/on set,0,0,,0,0,0,0,0,0,0,2,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,
Romeo,Goodness - CNY,Dove / Galaxy,China,2020,2020,Confectionary,BBDO,Woman #2,black shirt and pink skirt with white,1,4,,1,10,0,1,animated human,5,,0,0,0,0,0,0,0,0,0,0,0,0,1,dancing,0,0,0,0,0,0,0,0,0,0,0,0,1,in studio/on set,1,1,,0,0,0,0,0,0,0,2,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,
Romeo,Goodness - CNY,Dove / Galaxy,China,2020,2020,Confectionary,BBDO,Woman #3,woman in pink dress,1,4,,1,10,0,1,animated human,5,,0,0,0,0,0,0,0,0,0,0,0,0,1,dancing,0,0,0,0,0,0,0,0,0,0,0,0,1,in studio/on set,0,0,,0,0,0,0,0,0,0,2,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,
Romeo,Goodness - CNY,Dove / Galaxy,China,2020,2020,Confectionary,BBDO,Woman #4,woman in purple skirt and to[,1,4,,1,10,0,1,animated human,5,,0,0,0,0,0,0,0,0,0,0,0,0,1,dancing,0,0,0,0,0,0,0,0,0,0,0,0,1,in studio/on set,0,0,,0,0,0,0,0,0,0,2,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,
Romeo,Galaxy Onam,Dove / Galaxy,India,2020,2020,Confectionary,BBDO,Woman #1,woman eating chocolate,2,5,,1,10,0,0,,7,,0,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,can't tell/somewhere in public but inside,0,0,,0,0,0,0,0,0,0,2,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,
Melanie,Rainbow Dancing (:15),Dove / Galaxy,China,2019,2019,Confectionary,BBDO,Dancer 1,pink dress,2,4,,1,Feminine,0,0,,5,,0,0,0,0,0,0,0,0,0,0,1,0,1,Dancing,0,0,0,0,0,0,0,0,0,0,0,0,1,On Set,0,0,,0,0,0,0,0,0,0,2,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
