Coder,AssetName,Brand,LeadCountry,Yearproduced,yearAired,Segment,CharacterName,CharacterDescription,Q1.PROMINENCE,Q2.AGE,Q2a.AgeOtherSpecify,Q3.SEX,Q4.GENDER,Q5.LGBTQ,Q6.ANIMATED,Q6a.AnimatedOtherSpecify,Q7.RACEETHNICITY,Q7a.RaceEthnicityOtherSpecify,Q8.PHYSICALDISABILITY,Q9.COGNITIVEDISABILITY,Q10.COMMUNICATIONDISABILITY,Q11a.SHOPPING,Q11b.DRIVING,Q11c.CLEANING,Q11d.COOKING,Q11e.WORKING,Q11f.SOCIALIZING,Q11g.NOTHING,Q11h.EATINGDRINKING,Q11i.EXERCISING,Q11j.ACTIVITYOTHER,Q11j.ActivityOtherSpecify,Q12a.KITCHEN,Q12b.OFFICE,Q12c.CAR,Q12d.STORE,Q12e.OUTDOORS,Q12f.LIVINGROOM,Q12g.RESTAURANTBAR,Q12h.GYM,Q12i.BEDROOM,Q12j.BATHROOM,Q12k.SPORTINGEVENT,Q12l.CLASSROOM,Q12m.LOCATIONOTHER,Q12m.LocationOtherSpecify,Q13.REVEALINGCLOTHING,Q14.NUDITY,Q14a.NudityOtherSpecify,Q15.VISUALLYOBJECTIFIED,Q16.VERBALLYOBJECTIFIED,Q17.INTELLIGENCE,Q18.HUMOR,Q19.OCCUPATION,Q20.LEADER,Q21.AUTHORITY,Q22.BODYTYPE,Q22a.BodyTypeOtherSpecify,Q23a.DISORDEREDEATING,Q23b.SELFINJURY,Q23c.NEGATIVETALK,Q23d.BODYMODIFICATION,Q24a.VISUALSHAME,Q24b.VERBALSHAME,Q24c.SIZEISTSLURS,Q24d.PUNCHLINE,Q24e.DENIEDPERSONALOPPORTUNITIES,Q24f.DENIEDPROFESSIONALOPPORTUNITIES,Q24g.OTHERPREJUDICE,Q24g.PrejudiceOtherSpecify,Q25a.LAZY,Q25b.PHYSICALLYSLOW,Q25c.STUPID,Q25d.LOSER,Q25e.INACTIVE,Q25f.POORLYDRESSED,Q25g.FUNNY,Q25h.JOLLY,Q25i.CLUMSY,Q25j.ALONE,Q26a.COMICRELIEF,Q26b.SIDEKICK,Q26c.MAMMAHEN,Q26d.NYMPHO,Q27.FATTOFIT,Q28.INSPOPORN
Nosh,Duty Dodge (1:30),Cesar/My Dog,[Global - Toolkit],2019,2019,Petcare,Cousin, ,2,2, ,2,2,0,0, ,1, ,0,0,0,0,0,0,0,0,0,0,1,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1,dining room,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Nosh,Duty Dodge (1:30),Cesar/My Dog,[Global - Toolkit],2019,2019,Petcare,Cousin, ,2,2, ,2,2,0,0, ,1, ,0,0,0,0,0,0,0,0,0,0,1,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1,dining room,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Nosh,Duty Dodge (1:30),Cesar/My Dog,[Global - Toolkit],2019,2019,Petcare,Woman, ,2,4, ,1,4,0,0, ,1, ,0,0,0,0,0,0,0,0,0,0,1,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Nosh,Duty Dodge (1:30),Cesar/My Dog,[Global - Toolkit],2019,2019,Petcare,Woman, ,2,4, ,1,4,0,0, ,1, ,0,0,0,0,0,0,0,0,0,0,1,0,0, ,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Nosh,Duty Dodge (1:30),Cesar/My Dog,[Global - Toolkit],2019,2019,Petcare,Woman, ,2,4, ,1,4,0,0, ,1, ,0,0,0,0,0,0,0,0,0,0,1,0,0, ,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Nosh,Duty Dodge (1:30),Cesar/My Dog,[Global - Toolkit],2019,2019,Petcare,Woman, ,2,4, ,1,4,0,0, ,3, ,0,0,0,0,0,0,0,0,0,0,1,0,0, ,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Nosh,Duty Dodge (1:30),Cesar/My Dog,[Global - Toolkit],2019,2019,Petcare,Woman with glasses, ,2,4, ,1,4,0,0, ,1, ,0,0,0,0,0,0,0,0,0,1,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1,theater,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Nosh,Laundry vs Camping 9x16 (:10),Cesar/My Dog,[Global - Toolkit],2019,2019,Petcare,Man, ,2,4, ,2,2,0,0, ,1, ,0,0,0,0,0,1,0,0,0,0,0,0,1,petting dog,0,0,0,0,1,0,0,0,0,0,0,0,1,laundromat,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Nosh,Lunch 4x5 V1 (:06),Cesar/My Dog,[Global - Toolkit],2019,2019,Petcare,Actor, ,2,5, ,2,4,0,0, ,1, ,0,0,0,0,0,0,0,0,0,1,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1,dining room,0,0, ,0,0,0,1,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Nosh,Lunch 4x5 V1 (:06),Cesar/My Dog,[Global - Toolkit],2019,2019,Petcare,Woman, ,2,4, ,1,4,0,0, ,1, ,0,0,0,0,0,0,0,0,0,0,0,0,1,petting dog,0,0,0,0,0,1,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Nosh,Lunch 4x5 V1 (:10),Cesar/My Dog,[Global - Toolkit],2019,2019,Petcare,Actor, ,2,5, ,2,4,0,0, ,1, ,0,0,0,0,0,0,0,0,0,1,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1,dining room,0,0, ,0,0,0,1,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Nosh,Lunch 4x5 V1 (:10),Cesar/My Dog,[Global - Toolkit],2019,2019,Petcare,Woman, ,2,4, ,1,4,0,0, ,1, ,0,0,0,0,0,0,0,0,0,0,0,0,1,petting dog,0,0,0,0,0,1,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Nosh,Lunch 4x5 V2 (:06),Cesar/My Dog,[Global - Toolkit],2019,2019,Petcare,Actor, ,2,5, ,2,4,0,0, ,1, ,0,0,0,0,0,0,0,0,0,1,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1,dining room,0,0, ,0,0,0,1,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Nosh,Lunch 4x5 V2 (:06),Cesar/My Dog,[Global - Toolkit],2019,2019,Petcare,Woman, ,2,4, ,1,4,0,0, ,1, ,0,0,0,0,0,0,0,0,0,0,1,0,0, ,0,0,0,0,0,1,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Nosh,Lunch 4x5 V2 (:10),Cesar/My Dog,[Global - Toolkit],2019,2019,Petcare,Actor, ,2,5, ,2,4,0,0, ,1, ,0,0,0,0,0,0,0,0,0,1,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1,dining room,0,0, ,0,0,0,1,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Nosh,Lunch 4x5 V2 (:10),Cesar/My Dog,[Global - Toolkit],2019,2019,Petcare,Woman, ,2,4, ,1,4,0,0, ,1, ,0,0,0,0,0,0,0,0,0,0,1,0,0, ,0,0,0,0,0,1,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Nosh,Making the Bed vs Dog 9x16 (:10),Cesar/My Dog,[Global - Toolkit],2019,2019,Petcare,Woman, ,2,4, ,1,4,0,0, ,5, ,0,0,0,0,0,0,0,0,0,0,0,0,1,making bed and petting dog,0,0,0,0,0,0,0,0,1,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Nosh,Mopping vs Camping 9x16 (:10),Cesar/My Dog,[Global - Toolkit],2019,2019,Petcare,Man, ,2,4, ,2,2,0,0, ,1, ,0,0,0,0,0,1,0,0,0,0,0,0,1,petting dog,0,0,0,0,1,1,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Nosh,Shopping vs Dog 9x16 (:10),Cesar/My Dog,[Global - Toolkit],2019,2019,Petcare,Woman, ,2,4, ,1,4,0,0, ,5, ,0,0,0,1,0,0,0,0,0,0,0,0,1,petting dog,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Nosh,Washing vs Dog 9x16 (:10),Cesar/My Dog,[Global - Toolkit],2019,2019,Petcare,Woman, ,2,4, ,1,4,0,0, ,5, ,0,0,0,0,0,1,0,0,0,0,0,0,1,petting dog,1,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Nosh,Challenge 16x9 (:15),Cesar/My Dog,USA,2019,2019,Petcare,Chef, ,2,6, ,1,4,0,0, ,3, ,0,0,0,0,0,0,0,0,0,1,0,0,0, ,1,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,1,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Nosh,Challenge 16x9 (:15),Cesar/My Dog,USA,2019,2019,Petcare,Chef, ,2,5, ,2,2,0,0, ,1, ,0,0,0,0,0,0,0,0,0,1,0,0,0, ,1,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,1,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Nosh,Challenge 16x9 (:15),Cesar/My Dog,USA,2019,2019,Petcare,Chef, ,2,6, ,1,4,0,0, ,1, ,0,0,0,0,0,0,0,0,0,1,0,0,0, ,1,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,1,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Nosh,Winner Winner 16x9 (:15),Cesar/My Dog,USA,2019,2019,Petcare,Chef, ,2,6, ,1,4,0,0, ,3, ,0,0,0,0,0,0,0,0,0,1,0,0,0, ,1,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,1,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Nosh,Winner Winner 16x9 (:15),Cesar/My Dog,USA,2019,2019,Petcare,Chef, ,2,5, ,2,2,0,0, ,1, ,0,0,0,0,0,0,0,0,0,1,0,0,0, ,1,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,1,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Nosh,Winner Winner 16x9 (:15),Cesar/My Dog,USA,2019,2019,Petcare,Chef, ,2,6, ,1,4,0,0, ,1, ,0,0,0,0,0,0,0,0,0,1,0,0,0, ,1,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,1,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Nosh,Park (:30),Cesar/My Dog,New Zealand,2018,2018,Petcare,Woman, ,2,6, ,1,4,0,0, ,1, ,0,0,0,0,0,0,0,0,0,0,1,0,1,walking dog,1,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Nosh,Walkies (:30),Cesar/My Dog,New Zealand,2018,2018,Petcare,Woman, ,2,4, ,1,4,0,0, ,5, ,0,0,0,0,0,0,1,0,0,0,1,0,1,walking dog,1,0,0,0,1,1,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Nosh,Creating A Routine for Nourishment and Hydration (1:30),Pedigree,Brazil,2018,2018,Petcare,Woman, ,2,6, ,1,4,0,0, ,2, ,0,0,0,0,0,0,0,0,0,0,0,0,1,petting dog,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Nosh,Venturing Out Safely (1:50),Pedigree,Brazil,2018,2018,Petcare,Marcelo, ,2,5, ,2,2,0,0, ,2, ,0,0,0,0,0,0,0,0,0,0,0,0,1,walking dog,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Nosh,Venturing Out Safely (1:50),Pedigree,Brazil,2018,2018,Petcare,Woman, ,2,6, ,1,4,0,0, ,2, ,0,0,0,0,0,0,0,0,0,0,0,0,1,petting dog,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Nosh,Cute Off (:20),Pedigree,Philippines,2018,2018,Petcare,Woman, ,2,4, ,1,4,0,0, ,5, ,0,0,0,0,0,0,0,0,0,0,0,0,1,holding baby and feeding dog,0,0,0,0,0,1,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Nosh,Laika (:06),Pedigree,Mexico,2018,2018,Petcare,Woman, ,2,4, ,1,4,0,0, ,2, ,0,0,0,0,0,0,0,0,0,0,0,0,1,playing with dog,0,0,0,0,0,1,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Nosh,Me Toca Sobre Paté Pouch (:15),Pedigree,Mexico,2018,2018,Petcare,Woman, ,2,4, ,1,4,0,0, ,2, ,0,0,0,0,0,0,0,0,0,0,0,0,1,playing with dog,0,0,0,0,0,1,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Nosh,Me Toca Sobre Paté Pouch (:15),Pedigree,Mexico,2018,2018,Petcare,Man, ,2,5, ,2,2,0,0, ,2, ,0,0,0,0,0,0,0,0,0,0,0,0,1,playing with dog,0,0,0,0,0,1,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Nosh,Me Toca Sobre Paté Pouch (:40),Pedigree,Mexico,2018,2018,Petcare,Woman, ,2,4, ,1,4,0,0, ,2, ,0,0,0,0,0,0,0,0,0,0,0,0,1,playing with dog,0,0,0,0,0,1,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Nosh,Me Toca Sobre Paté Pouch (:40),Pedigree,Mexico,2018,2018,Petcare,Man, ,2,5, ,2,2,0,0, ,2, ,0,0,0,0,0,0,0,0,0,0,0,0,1,playing with dog,0,0,0,0,0,1,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
