Coder,Asset_Name,Brand,Lead_Country,Year_Produced,Year_Aired,Segment,Agency,Character_Name,Character_Description,Prominence,Animated,Animated Specify,Gender,Trans,Race,Race Other/Specify,API,Skin tone,Sexual Orientation,Queer,Age,Disabled,Disability Specify,Body Type,Shopping,Driving,Cleaning,Cooking,Working,Socializing,Nothing,EatingDrinking,Exercising,Other Activity,Activity Other Specify,Kitchen,Office,Car,Store,Outdoors,Living Room,Restaurant/Bar,Gym,Bedroom,Bathroom,Sporting Event,Classroom,Setting Other,Other Setting Specify,Revealing Clothing,Nudity,Visually Objectified,Verbally Objectified,Intelligent,Funny,Occupation,Leader,Authority,Q27a_Disordered_Eating,Q27b_Selfy_injury,Q27c_NegativeTalk,Q27d_Body_Modification,Q28a_Visual_Shame,Q28b_Verbal_Shame,Q28c_Sizeist_Slurs,Q28d_Punchline,Q28e_Denied_Personal_Opportunity,Q28f_Denied_Professional_Opportunity,Q28g_Other_Prejudice,Q28g_Prejudice_Other_Specify,Q29a_Lazy,Q29b_Physically_Slow,Q29c_Stupid,Q29d_Loser,Q29e_Inactive,Q29f_Poorly_Dressed,Q29g_Funny,Q29h_Jolly,Q29i_Clumsy,Q29j_Alone,Q30a_Comic_Relief,Q30b_Sidekick,Q30c_Mamma_Hen,Q30d_Nympho,Q31_Fat_to_Fit,Q32_Inspo_Porn,Q31_NOTES,Notes on Dwelling
Romeo,Champ Lanzamiento,Champ,Mexico,2020,2020,Petcare,BBDO,Black & White Dog,black and white doggo,1,0,,1,0,999,,999,999,1,0,999,0,,999,0,0,0,0,0,1,1,0,0,0,,1,0,0,0,0,1,0,0,0,0,0,0,0,,10,10,10,10,0,3,10,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Champ Lanzamiento,Champ,Mexico,2020,2020,Petcare,BBDO,Owner,woman in blue top and wavy brown hair,2,0,,2,0,4,,999,999,1,0,3,0,,2,0,0,0,0,0,1,0,0,0,0,,1,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Doublemint - Fresh Kiss (:15),Doublemint,China,2020,2020,Confectionary,BBDO,Man #1,muscular man at beginning/green cut off hoodie,2,0,,1,0,3,,888,999,1,0,3,0,,6,0,0,0,0,0,1,0,1,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Emma,Fresh Dance (:10),Doublemint,Malaysia,2020,2020,Confectionary,BBDO,Man,Green jacket,2,0,,1,0,3,,888,999,1,0,3,0,,3,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,2,0,0,2,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Doublemint - Fresh Kiss (:15),Doublemint,China,2020,2020,Confectionary,BBDO,Man #2,man in blue top and yellow button up,2,0,,1,0,3,,888,999,1,0,3,0,,3,0,0,0,0,0,1,0,1,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Doublemint - Fresh Kiss (:15),Doublemint,China,2020,2020,Confectionary,BBDO,Man #3,dorky guy with glasses,2,0,,1,0,3,,888,999,1,0,3,0,,3,0,0,0,0,0,1,0,1,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Doublemint - Fresh Kiss (:15),Doublemint,China,2020,2020,Confectionary,BBDO,Man #4,blue shirt and cardigan,2,0,,1,0,3,,888,999,1,0,3,0,,3,0,0,0,0,0,1,0,1,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Emma,Fresh Dance (:10),Doublemint,Malaysia,2020,2020,Confectionary,BBDO,Woman,Sparkling jacket,2,0,,2,0,3,,888,999,1,0,3,0,,2,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,2,0,0,2,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Fashion Hunter,Doublemint,China,2020,2020,Confectionary,BBDO,Woman #1,woman with black hair and white top,1,0,,2,0,3,,888,999,1,0,3,0,,2,0,0,0,0,0,1,1,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Fashion Hunter,Doublemint,China,2020,2020,Confectionary,BBDO,Woman #2,woman with reddish brown hair and blue blazer,2,0,,2,0,3,,888,999,1,0,3,0,,2,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Fashion Hunter,Doublemint,China,2020,2020,Confectionary,BBDO,Man #1,in tan suit and white shirt,2,0,,1,0,3,,888,999,1,0,3,0,,2,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Food Lover,Doublemint,China,2020,2020,Confectionary,BBDO,Woman #1,in pink shirt with brown hair,1,0,,2,0,3,,888,999,1,0,3,0,,2,1,0,0,0,0,1,0,1,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Food Lover,Doublemint,China,2020,2020,Confectionary,BBDO,Man #1,black hair and blue shirt,1,0,,1,0,3,,888,999,1,0,3,0,,2,1,0,0,0,0,1,0,1,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Doublemint - Fresh Kiss (:15),Doublemint,China,2020,2020,Confectionary,BBDO,Woman #1,woman in green top and yellow skirt,2,0,,2,0,3,,888,999,1,0,3,0,,2,0,0,0,0,0,1,0,1,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Doublemint - Fresh Kiss (:15),Doublemint,China,2020,2020,Confectionary,BBDO,Woman #3,"woman with dorky guy, green shirt and jean overalls",2,0,,2,0,3,,888,999,1,0,3,0,,2,0,0,0,0,0,1,0,1,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Doublemint - Fresh Kiss (:15),Doublemint,China,2020,2020,Confectionary,BBDO,Woman #4,pulls out gum/green and purple shirt,2,0,,2,0,3,,888,999,1,0,3,0,,2,0,0,0,0,0,1,0,1,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Doublemint - Fresh Kiss (:15),Doublemint,China,2020,2020,Confectionary,BBDO,Woman #2,woman in green dreess,2,0,,2,0,3,,888,999,1,0,3,0,,1,0,0,0,0,0,1,0,1,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
CEspinoza,The Endless Funfair - Bear,Dove / Galaxy,China,2020,2020,Confectionary,BBDO,Woman Shouting,Child playing with puppets,1,0,,2,0,3,,888,999,1,0,4,0,,3,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,3,0,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
CEspinoza,The Endless Funfair - Bear,Dove / Galaxy,China,2020,2020,Confectionary,BBDO,Man staring,Man staring,1,0,,1,0,3,,888,999,1,0,5,0,,3,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,3,0,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Jenna,The Endless Funfair (9:22),Dove / Galaxy,China,2020,2020,Confectionary,BBDO,Amusement park employee,White/red polo,1,0,,2,0,3,,888,999,1,0,2,0,,2,0,0,0,0,1,1,1,1,0,1,Riding amusement park rides,0,0,0,0,0,0,0,0,0,0,0,0,1,Amusement park,1,1,0,0,0,2,1,1,3,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Jenna,The Endless Funfair (9:22),Dove / Galaxy,China,2020,2020,Confectionary,BBDO,Amusement park owner,Blue button-down,1,0,,1,0,3,,888,999,1,0,5,0,,2,0,0,0,0,1,1,1,1,0,1,"Riding amusement park rides, Using cell phone",0,0,0,1,0,0,0,0,0,0,0,0,1,Amusement park,0,0,0,0,0,2,1,1,2,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Sarah,Dove Premium,Dove / Galaxy,China,2020,2020,Confectionary,BBDO,Ticket Attendent,white shirt w/ red collar,1,0,,2,0,3,,888,999,1,0,3,0,,2,0,0,0,0,1,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,amusement park,0,0,0,0,0,0,1,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Sarah,Dove Premium,Dove / Galaxy,China,2020,2020,Confectionary,BBDO,Man with Fear of Heights,light blue shirt,1,0,,1,0,3,,888,999,1,0,6,0,,2,0,0,0,0,1,1,0,1,0,1,vomitting,0,0,0,0,0,0,0,0,0,0,0,0,1,amusement park,0,0,0,0,0,0,1,0,3,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Jenna,The Endless Funfair (9:22),Dove / Galaxy,China,2020,2020,Confectionary,BBDO,Woman with flowers,White gown,2,0,,2,0,3,,888,999,1,0,3,0,,2,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,Amusement park,0,0,0,0,0,0,0,0,1,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Jenna,The Endless Funfair (9:22),Dove / Galaxy,China,2020,2020,Confectionary,BBDO,Man with flowers,"White t-shirt, black joggers",2,0,,1,0,3,,888,999,1,0,3,0,,2,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,Amusement park,0,0,0,0,0,0,0,0,1,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Goodness - CNY,Dove / Galaxy,China,2020,2020,Confectionary,BBDO,Woman #1,white shirt and grey skirt,1,1,turns into animated human,2,0,3,,888,999,1,0,3,0,,2,0,0,0,0,0,0,1,1,0,1,feeding fish,0,0,0,0,0,1,0,0,0,0,0,0,1,in studio/on set,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Goodness - CNY,Dove / Galaxy,China,2020,2020,Confectionary,BBDO,Woman #2,black shirt and pink skirt with white,1,1,animated human,2,0,3,,888,999,1,0,3,0,,2,0,0,0,0,0,0,0,0,0,1,dancing,0,0,0,0,0,0,0,0,0,0,0,0,1,in studio/on set,1,1,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Goodness - CNY,Dove / Galaxy,China,2020,2020,Confectionary,BBDO,Woman #3,woman in pink dress,1,1,animated human,2,0,3,,888,999,1,0,3,0,,2,0,0,0,0,0,0,0,0,0,1,dancing,0,0,0,0,0,0,0,0,0,0,0,0,1,in studio/on set,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Goodness - CNY,Dove / Galaxy,China,2020,2020,Confectionary,BBDO,Woman #4,woman in purple skirt and to[,1,1,animated human,2,0,3,,888,999,1,0,3,0,,2,0,0,0,0,0,0,0,0,0,1,dancing,0,0,0,0,0,0,0,0,0,0,0,0,1,in studio/on set,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Galaxy Onam,Dove / Galaxy,India,2020,2020,Confectionary,BBDO,Woman #1,woman eating chocolate,2,0,,2,0,3,,2,999,1,0,4,0,,2,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,can't tell/somewhere in public but inside,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Melanie,Paulina,Extra,United States,2020,2020,Confectionary,BBDO,Abby,sis on right,1,0,,2,0,888,,999,999,1,0,2,0,,3,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
CAckel,Real Friend Request,Extra,United States,2020,2020,Confectionary,BBDO,girl dancing,girl dancing,2,0,,2,0,2,,999,999,888,0,2,0,,3,0,0,0,0,0,1,0,0,0,0,,1,0,0,0,0,1,0,0,0,0,0,0,0,,0,10,0,0,0,0,10,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,CNY In-Car,Extra,China,2019,2020,Confectionary,BBDO,Man #1,in blue sweater driving,2,0,,1,0,3,,888,999,1,0,3,0,,3,0,1,0,0,0,1,0,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,0,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,CNY In-Car,Extra,China,2019,2020,Confectionary,BBDO,Woman #2,girl in back with jean jacket on ,2,0,,2,0,3,,888,999,1,0,3,0,,3,0,0,0,0,0,1,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,0,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,CNY In-Car,Extra,China,2019,2020,Confectionary,BBDO,Man #2,man in back with red jacket on,2,0,,1,0,3,,888,999,1,0,3,0,,3,0,0,0,0,0,1,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,0,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Extra Music,Extra,China,2020,2020,Confectionary,BBDO,Man #1,man mixing music,2,0,,1,0,3,,888,999,1,0,3,0,,3,0,0,0,0,1,0,1,1,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Extra - Instant Refresh,Extra,China,2020,2020,Confectionary,BBDO,Worker #1,man in blue,2,0,,1,0,3,,888,999,1,0,3,0,,3,0,0,0,0,1,0,1,1,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Extra - Instant Refresh,Extra,China,2020,2020,Confectionary,BBDO,Worker #2,man in white,2,0,,1,0,3,,888,999,1,0,3,0,,3,0,0,0,0,1,0,1,1,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
CAckel,Flo,Extra,United States,2020,2020,Confectionary,BBDO,Flo,smiling/mopping,2,0,,2,0,4,,999,999,1,0,6,0,,3,0,0,1,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,1,0,0,1,hallway,0,0,0,0,0,0,1,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
CAckel,Real Friend Request,Extra,United States,2020,2020,Confectionary,BBDO,girl on phone,girl on phone,2,0,,2,0,2,,999,999,888,0,2,0,,2,0,0,0,0,0,0,0,0,0,1,on phone,1,0,0,0,0,1,0,0,0,0,0,0,0,,0,10,0,0,0,0,10,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Melanie,Paulina,Extra,United States,2020,2020,Confectionary,BBDO,Pauline,sis on left,1,0,,2,0,888,,999,999,1,0,2,0,,2,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Melanie,Dave,Extra,United States,2020,2020,Confectionary,BBDO,Dave,masked,1,0,,1,0,1,,999,999,1,0,3,0,,2,0,1,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,CNY In-Car,Extra,China,2019,2020,Confectionary,BBDO,Woman #1,in pink sweater with red shirt tied on shoulder,2,0,,2,0,3,,888,999,1,0,3,0,,2,0,0,0,0,0,1,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,0,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Extra Music,Extra,China,2020,2020,Confectionary,BBDO,Woman #1,woman playing guitar,2,0,,2,0,3,,888,999,1,0,3,0,,2,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Extra - Cheering,Extra,China,2020,2020,Confectionary,BBDO,Woman #1,main character chewing gum/short black hair,1,0,,2,0,3,,888,999,1,0,3,0,,2,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,studio/on set,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Extra - Cheering,Extra,China,2020,2020,Confectionary,BBDO,Woman #2,pigtails and crop top,2,0,,2,0,3,,888,999,1,0,3,0,,2,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,studio/on set,1,1,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Pamela,Will,FELINE GREENIES,United States,2020,2020,Petcare,DDB,Waiter,"Dark hair, wearing black and white suit, bowtie",2,0,,1,0,1,,999,999,1,0,3,0,,3,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,1,1,1,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Pamela,Will,FELINE GREENIES,United States,2020,2020,Petcare,DDB,Man in portrait,"White hair and mustache, wearing white suit and pink shirt, holding cat",2,1,Animated human,1,0,1,,999,999,1,0,7,0,,3,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,Sitting in an unknown location,0,0,0,0,0,0,0,1,2,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
CAckel,Again,5 Gum,Global,2020,2020,Confectionary,BBDO,Guy,long hair,2,0,,1,0,2,,999,999,1,0,2,0,,3,0,0,0,0,0,0,0,0,0,1,playing a video game,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
CAckel,Again,5 Gum,Global,2020,2020,Confectionary,BBDO,Gal,short hair,2,0,,2,0,1,,999,999,1,0,3,0,,3,0,0,0,0,0,0,0,0,0,1,playing a video game,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Five Gaming,5 Gum,Russia,2020,2020,Confectionary,BBDO,Man #1,main man looking at prize,2,0,,1,0,1,,999,999,1,0,2,0,,3,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Five Gaming,5 Gum,Russia,2020,2020,Confectionary,BBDO,Man #2,"man with dreads, bandana, and glasses",2,0,,1,0,1,,999,999,1,0,4,0,,3,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Five Gaming,5 Gum,Russia,2020,2020,Confectionary,BBDO,Man #3,Man with shaved head flanking main character,2,0,,1,0,1,,999,999,1,0,3,0,,3,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Five Gaming,5 Gum,Russia,2020,2020,Confectionary,BBDO,Woman #2,woman in farther spot,2,0,,2,0,1,,999,999,1,0,2,0,,3,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Five Gaming,5 Gum,Russia,2020,2020,Confectionary,BBDO,Man #5,man standing behind main dude,2,0,,1,0,1,,999,999,1,0,3,0,,3,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
CAckel,Zone,5 Gum,Global,2020,2020,Confectionary,BBDO,Guy laughing on phone,from the side,1,0,,1,0,1,,999,999,1,0,3,0,,3,0,0,0,0,0,1,0,0,0,1,talking on phone,0,0,0,0,0,0,0,0,0,0,0,0,1,common room at a school/dorm/ or lobby,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Milena,Five Gaming - Packshot,5 Gum,Russia,2020,2020,Confectionary,BBDO,man in hoodie,chewing gum,2,0,,1,0,1,,999,999,1,0,3,0,,3,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,warehouse,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Melanie,Ritual,5 Gum,Global,2020,2020,Confectionary,BBDO,woman,drivers seat,1,0,,2,0,1,,999,999,1,0,2,0,,2,0,1,0,0,0,1,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Five Gaming,5 Gum,Russia,2020,2020,Confectionary,BBDO,Woman #1,woman winning prize,2,0,,2,0,1,,999,999,1,0,3,0,,2,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,,1,1,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
CAckel,Zone,5 Gum,Global,2020,2020,Confectionary,BBDO,Guy playing on phone,faceforward,2,0,,1,0,3,,888,999,1,0,3,0,,2,0,0,0,0,0,0,0,0,0,1,working or playing games on phone,0,0,0,0,0,0,0,0,0,0,0,0,1,common room at a school/dorm/ or lobby,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Milena,Five Gaming - Packshot,5 Gum,Russia,2020,2020,Confectionary,BBDO,woman in tank top,high pony tail,2,0,,2,0,1,,999,999,1,0,3,0,,2,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,warehouse,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Emojis to Shine,Freedent,France,2020,2020,Confectionary,BBDO,Man #1,main character/black man texting on phone,2,0,,1,0,2,,999,999,1,0,3,0,,3,0,0,0,0,0,0,1,0,0,1,texting friends,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,2,0,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
